id,type,neighborhood,category,author,date,title,subtitle,content,url
88dbcfdc-a703-4ce0-a490-c9be29c13017,news,richmond,CITY HALL,,"MARCH 6, 2024",City Hall: Joel Engardio,,"New Community Safety Liaison<br><br>Public safety is the #1 concern for San Franciscans. That’s why I prioritized hiring a dedicated community safety liaison to help Sunset residents and merchants affected by crime.<br><br>Meet Vindy Chan. She’s fluent in Cantonese, Mandarin and English to serve everyone in the Sunset.<br><br>Vindy is a civilian who will work at Taraval Police Station and my City Hall office. Much of her time will be spent in the Sunset neighborhoods, helping crime victims while using a preventative approach to public safety.<br><br>Residents, small business owners and community organizations in the Sunset can benefit from Vindy’s role. She can help victims fill out police reports and apply to vandalism relief and graffiti abatement programs offered by the City.<br><br>She will also follow up on 311 requests that involve public safety hazards – like fallen tree limbs and broken sidewalks – to make sure they are resolved.<br><br>Vindy will coordinate with city agencies to address tent encampments and other quality of life issues in the Sunset. At Taraval Station, Vindy will provide administrative support for police officers so they can spend more time in the field responding to 911 calls.<br><br>Vindy was born in China and grew up in Hong Kong. She has strong Sunset connections. When she first moved to San Francisco at age 20, her first neighborhood was the Sunset. Her husband is also from the Sunset.<br><br>Vindy attended City College and San Francisco State University, earning a degree in international business.<br><br>Before joining my team, Vindy worked in property management and saw what was happening in San Francisco regarding crime, especially to seniors. As a regular volunteer for Self-Help for the Elderly, she wanted to make a difference.<br><br>“I spent the first half of my career helping corporations,” Vindy said. “I want to spend the second half of my career helping people.”<br><br>Relief for Small Businesses on Taraval<br><br>I worked with the Board of Supervisors’ budget chair, the director of the city’s office of small business and the mayor to secure $1 million in relief funds for small businesses struggling on Taraval due to the Muni track reconstruction.<br><br>The once-in-a-century replacement of Muni’s train tracks and all utilities and infrastructure under Taraval Street has been a major disruption for small businesses. First, the mom-and-pop restaurants and stores on Taraval had to face the pandemic. Now, they have to survive the entire street being ripped up. It’s a huge burden.<br><br>Some businesses reported a huge loss of their sales. It will be a travesty if we have brand new train tracks and boarding islands serving a corridor without any businesses.<br><br>The track replacement will improve the entire corridor. The final result will benefit Taraval and its small businesses for the next 100 years. But we can’t just give up on today’s mom-and-pop merchants. They need to make it through the infrastructure improvements and road construction. We need them to be around when the train comes back.<br><br>That’s why I worked to secure $1 million in relief funds. I asked leadership from SFMTA and the mayor’s office to join me in meeting directly with Taraval merchants to hear their concerns. We met at a struggling restaurant on Taraval and merchants expressed their frustration with the City.<br><br>It was clear that Taraval merchants need financial support. Funds were not set aside years ago when this project was first planned. But money is tight in our current budget deficit.<br><br>We are fortunate to have some unspent funds from last fall’s Asia-Pacific Economic Cooperation (APEC) conference of world leaders in San Francisco. During APEC, there were small businesses who were harmed by no fault of their own. The merchants suffered from the decisions and actions of city agencies.<br><br>Taraval merchants have a similar experience. They have faced years of disruptions and are at the mercy of the SFMTA and city agencies to finish this project as promised by the end of this year. I felt we should use some of the unspent APEC funds to help Taraval merchants.<br><br>The $1 million for Taraval was added as an amendment to an ordinance that had only proposed relief funds for SOMA merchants. The budget committee vote for the amendment was unanimous, including Supervisor Myrna Melgar who represents the section of Taraval east of 19th Avenue.<br><br>Many residents have asked about the parking situation on Taraval. Some of the parking lost during construction will return. The parking spots not returning are because of the new boarding stations that are required for accessibility and safety. Train passengers used to have to exit into oncoming traffic and it was dangerous.<br><br>If you want to see what Taraval will look like when the project is finished, tour west of Sunset Boulevard where the first phase of construction is complete. You can see the boarding islands, landscaping and beautification efforts. SFMTA has repeatedly told me that the final phase is on time to bring trains back to the full length of Taraval by the end of this year.<br><br>Residents and merchants can review an online list of updates for work that has been completed and upcoming work that is scheduled each week. Find the updates at sfmta.com/projects/project-updates.<br><br>We are one city. We can help businesses who suffered during APEC last fall and those who continue to suffer today. City Hall must triage the merchant districts and direct resources to the areas in code blue.<br><br>Taraval is in code blue. It’s at risk of dying. We must come together to help a major and vital part of our City. Taraval extends from West Portal to the ocean across two supervisorial districts. Spending a portion of the APEC funds to help Taraval is about saving businesses, which benefits the whole City. Because, if people stop shopping on Taraval and drive to Daly City, that’s less tax revenue for us all.<br><br>This is just the beginning. We need a dedicated relief fund for the future that can offer small businesses a lifeline during major construction projects and disruptive events.<br><br>Joel Engardio is the District 4 representative on the San Francisco Board of Supervisors. He can be reached at engardiostaff@sfgov.org.",https://richmondsunsetnews.com/2024/03/06/city-hall-joel-engardio-11/
87bfce75-6eff-44d0-87e0-fdc22a574b1f,news,richmond,FOOD,,"MARCH 6, 2024",Golden Boy Pizza’s New Location at Old Marco Polo Taraval Site,,"By John Ferrannini<br><br>Golden Boy Pizza, a popular North Beach neighborhood pizzeria known for its square slices of focaccia bread pizza, will be opening a new location at 1447 Taraval St. in the Sunset District.<br><br>The eatery will be coming to the Parkside neighborhood as early as mid-March, according to Julian Sodini, son of founder Peter Sodini.<br><br>The new location is in the former location of Marco Polo Italian Ice Cream, which will be relocating to 3886 Noriega St. in the spring.<br><br>“When my father (Peter) was head of the ship, when I was a kid, he expanded out to five or six locations, but we ended up returning back to the one (in North Beach),” Sodini said. “Now, we’re trying to expand again. Hopefully we can make this time stick.”<br><br>Sodini said he heard that pizza aficionados on San Francisco’s west side were making the trek to North Beach just for slices of the so-called ‘Sanfrancilian-style’ pie (Sicilian-style pizza is typically square).<br><br>“People came downtown just for our pizza,” he said. “So, people now don’t have to make that journey.”<br><br>Despite previous misfires, Sodini said the desire for expansion hasn’t faded.<br><br>“We’ve always been on the hunt. Of course, it has to be the right fit,” he said. “There’s the opportunity at the right time,” he added.<br><br>Golden Boy Pizza does have one other location, in San Mateo, which opened around 2016.<br><br>Sodini said the goal is not to “replace the North Beach location.”<br><br>“The Sunset, the Parkside, the west side of the City has always had a good feeling for us,” Sodini said. “We’re excited to be part of the neighborhood. It’s shaping up to be a renaissance over there.”<br><br>The pizzeria had been considering a new location in downtown San Jose, with hopes it could serve as a late-night food option for the South Bay city’s busy nightlife scene.<br><br>“We were going to open up in San Jose – part ghost kitchen, part take-out window,” Sodini said. “It ended up not working out and, as we were pulling out of that, the Taraval location opened up late last year.”<br><br>The new location will probably not have an inside seating option, at least not initially, though Sodini said he hopes a parklet can be built to accommodate sitting outside.<br><br>The City announced new rules for restaurant parklets last year: Business owners have to pay $2,000 per year for each parking spot a parklet takes away from drivers. More safety measures were also implemented for the program.<br><br>Sodini said that he’s eyeing mimicking the North Beach location’s opening time.<br><br>“I don’t know how late people are out in the Parkside district, but for now, 11-11:30 a.m, and close 8:30-9 p.m. We may push Friday-Saturday a little later, but the general wheelhouse will be 11 a.m.-9 p.m. every day.”<br><br>Sodini said no one is actually “the boss.” Sodini and his siblings manage and run the North Beach location.<br><br>“It’s a family business,” he said. “We’re all partners. I’m the eldest brother, so I have the most tenure. I guess you could say I’m leading the charge, but we all have a hand in it.”<br><br>Golden Boy Pizza first opened in 1978. Its North Beach location at 542 Green St., near several iconic San Francisco watering holes, is a favorite of tourists and locals alike and there are often long lines. The San Mateo location is at 1119 North Amphlett Blvd., by the Coyote Point Recreation Area.<br><br>The pies come in pepperoni, sausage, cheese, combo, vegetable pesto, and clam and garlic, starting at $3.50 a slice.<br><br>Those interested in working at the new Golden Boy Pizza location can send their resumes to taravalsf@goldenboypizza.com. Sodini is hoping to open up in mid-March, but it could be as late as April.<br><br>Learn more about Golden Boy Pizza at goldenboypizza.com/sanfrancisco.php.",https://richmondsunsetnews.com/2024/03/06/golden-boy-pizzas-new-location-at-old-marco-polo-taraval-site/
31958217-766c-45ed-be5c-3088ad4a8ccd,news,sunset,PATREON,,"AUGUST 20, 2023",New Advertising Opportunities for Small Businesses – Sunset Beacon,,Editor@RichmondSunsetNews.com,https://richmondsunsetnews.com/2023/08/20/new-advertising-opportunities-for-small-business-sunset-beacon/
ecb14500-fbfa-4162-88bf-1d02725e182f,news,sunset,PATREON,,"AUGUST 20, 2023",New Advertising Opportunities for Small Businesses – Richmond Review,,Editor@RichmondSunsetNews.com,https://richmondsunsetnews.com/2023/08/20/new-advertising-opportunity-for-small-businesses-richmond-review/
b5689979-a53f-4fb3-ab9a-7a8534e16015,news,sunset,COMMUNITY,,"JULY 3, 2022",Become a Patron to Support Your Neighborhood Newspaper,,"Patreon fundraising page for the Richmond Review:<br><br>Patreon fundraising page for the Sunset Beacon:<br><br><br><br>For nearly 35 years, the Richmond Review and Sunset Beacon newspapers have been solely supported by advertising revenue. When COVID-19 hit a few of years ago, we lost advertisers. After so many years of relying on ad revenue to create and distribute our community’s newspapers, the time has come to supplement the diminished ad revenue with donations from our readers. We could use our community’s help.<br><br>COVID not only caused many of our advertisers to stop their support, it also has made it difficult for small businesses to spend precious funds on advertising. We are hoping our loyal readers will be able to contribute a little to keep our neighborhood newspapers and website healthy. Plus, as small businesses continue to struggle, we are committed to not raising ad rates for our existing customers. <br><br>A few notes:<br><br>• Our mission is to inform our community and to help small businesses. Your contribution will connect you to that mission – you can directly help your neighbors.<br><br>• California has lost a quarter of its newspapers and half its newsroom staff in the last 15 years. San Francisco has lost more than half of its neighborhood newspapers over the last decade or so. Your contribution will help the Richmond Review and Sunset Beacon to publish for many years to come.<br><br>• Printing and delivery costs are going up. Equipment and supply costs are going up. Our writers, photographers and editors haven’t had a pay raise in years. Ad revenue is simply not enough to allow us to thrive. Your contribution will help ensure our continued service to our community.<br><br>• Our website, RichmondSunsetNews.com, averages more than 20,000 views each month. While we lose money on the site, we know that it is a valuable free resource for our community. It gives voice to our readers and shares information not published in our paper. Your contribution will keep the website free – no pay wall, no pop-up ads, no subscription fees.<br><br>• Longtime readers of the Richmond Review and Sunset Beacon newspapers may have noticed that the papers have been 16 pages lately, versus the 12-page papers we have produced in the past. The extra pages allow us to tell more stories, publish bigger photos, add new features (cartoons, crossword puzzles, the Announcements section, using current photos alongside the historical photos – “Then and Now”) and more. Ad revenue alone can’t support 16-page papers. Your contribution will help us keep publishing the robust 16-page, and sometimes 20-page, papers.<br><br>We frequently receive compliments on our papers and are often told how much readers love reading the Richmond Review and Sunset Beacon. We have even received unsolicited contributions; we haven’t forgotten your kindness and generosity Gale, Poonam, Maria Gloria, Beverly, et. al. Thank you! Also, thank you to Carmen Lee who has donated her time and talents to create the two “Best of the Richmond” surveys. We are very grateful for your community spirit!<br><br>We are hoping our community’s love for our papers and website will result in financial support during our Nourish Your Neighborhood Newspapers campaign.<br><br>To contribute, please join our Patreon account [Richmond Review: patreon.com/user?u=85957394, Sunset Beacon: patreon.com/SunsetBeacon] or send a check to Richmond Review or Sunset Beacon, P.O. Box 16035, SF, CA 94116.<br><br>We also have a PayPal account: Editor@RichmondSunsetNews.com.<br><br>Thank you very much to our readers, advertisers and supporters. Creating the monthly paper is a labor of love, inspired by you.<br><br>Questions? Contact Michael Durand, editor and publisher of the Richmond Review and Sunset Beacon newspapers and RichmondSunsetNews.com at Editor@RichmondSunsetNews.com or 415-706-6428.",https://richmondsunsetnews.com/2022/07/03/nourish-your-neighborhood-newspapers-and-website/
2800946e-3181-4afe-9d89-79e6993493da,news,sunset,PRESS RELEASE,,"MARCH 18, 2024",Press Release: SFPD Arrests Driver for Fatal Vehicle Collision at West Portal,,"From SFPD:<br><br>SFPD Arrests Driver for Fatal Vehicle Collision<br><br>On March 16, at approximately 12:13 p.m., San Francisco Police officers responded to the area of Ulloa Street and Lenox Way on a report of a solo vehicle collision involving pedestrians.<br><br>Officers arrived on scene and located multiple victims suffering from injuries. SFPD officers and SFFD firefighters rendered aid to the victims. Despite life-saving efforts made by first responders, two victims were declared deceased at the scene. Three patients were transported to the hospital with injuries. <br><br>Despite the lifesaving efforts of the hospital staff, the third victim, an adult female, succumbed to her injuries at the hospital and an infant is still suffering from life-threatening injuries.<br><br>Officers learned that the driver of the vehicle, identified as 78-year-old Mary Fong Lau, was traveling eastbound on Ulloa Street when she crashed into a bus stop at the intersection of Ulloa Street and Lenox Way. <br><br>Through the course of the investigation, The SFPD Traffic Collision Investigations Unit developed probable cause to book the driver, Lau, for three counts of felony vehicular manslaughter, felony reckless driving causing bodily injury and additional traffic violations.<br><br>This is an open and active investigation. Anyone with information is asked to contact the SFPD at 415-575-4444 or text a tip to TIP411 and begin the message with SFPD.<br><br>This incident was a heartbreaking tragedy.  The San Francisco Police Department offers its deepest condolences to the victims, their families and loved ones, and everyone at the scene who witnessed and assisted first responders.  <br><br>Anyone with information is asked to contact the SFPD at 415-575-4444 or text a tip to TIP411 and begin the message with SFPD.<br><br>SFPD Case #240-160-569",https://richmondsunsetnews.com/2024/03/18/press-release-sfpd-arrests-driver-in-fatal-vehicle-collision-at-west-portal/
a021ebc7-1124-4e7b-bcc2-a301e37ad88f,news,sunset,COMMENTARY,,"MARCH 18, 2024",Commentary: Mayor’s Upzoning Plans Will Damage SF’s Neighborhoods,,"The Mayor’s Upzoning Plans Will Deeply Damage SF’s Neighborhoods<br><br>Demolitions, speculations, and displacement are in store if the city moves forward with Breed’s approach.<br><br>By Dennis Antenore<br><br>“There is no logic that can be superimposed on the city; people make it, and it is to them, not buildings, that we must fit our plans.” – Jane Jacobs<br><br>“Some who are fortunate to have communities still do fight to keep them, but they have seldom prevailed. While people possess a community, they usually understand that they can’t afford to lose it, but after it is lost, gradually even the memory of what was lost is lost.” – Jane Jacobs<br><br> “If we wish to rebuild our cities, we must first rebuild our neighborhoods.” – Harvey Milk<br><br>The massive citywide rezoning proposed by the mayor and under consideration at the Planning Commission will have disastrous impacts on San Francisco and directly threatens our neighborhoods.<br><br>The state-mandated Housing Element of the General Plan calls for removing all density controls on lots in much of the western and central parts of the City, and dramatically increasing heights from between 65 feet to, in some cases, as high as 240 feet. These proposed height increases are concentrated in neighborhood commercial corridors. There are 167 official legacy business in the affected area.<br><br>The plan appears to be a contemporary version of redevelopment programs. It envisions massive demolitions, without regard to what is being lost in the process. There is no consideration of the loss of a sense of community and an understanding that we are not isolated individuals but part of something larger. <br><br>The proponents have failed to learn from the history of redevelopment programs in San Francisco, particularly in the Western Addition and Fillmore. Thousands of people lost their homes and businesses. A vibrant African American culture was lost and has never recovered. Efforts to bring back what was lost have all failed.<br><br>The negative impacts of this upzoning will be felt long before the first new unit is constructed. The adoption of the plan will immediately result in increases in land values. Landlords will be motivated to rid their property of tenants to maximize that value. Renewals of expired commercial leases will likely be threatened, impacting the survival of small and neighborhood businesses. Landlords in residential buildings will have an incentive to keep their buildings unoccupied. <br><br>The Planning Department acknowledges that it has yet to develop plans to protect displaced local and neighborhood businesses. The planners assume that such businesses will be able to relocate to the new buildings. There has been no analysis of the feasibility of such relocations, especially after the passage of years before the new buildings are constructed. How would such businesses survive until they are relocated and how could they be protected from huge rent increases? The history of the Western Addition and South-of-Market redevelopment areas has a clear message: The small businesses do not survive.<br><br>There appears to be no real plan to protect vulnerable residential tenants from displacement. The Planning Department acknowledges that current ideas are inadequate and more extensive measures need to be developed. Developing these measures will be of little value after the fact.<br><br>This proposal anticipates a substantial increase in population. The Planning Department acknowledges that there is no current analysis or plan to deal with the provision of needed infrastructure for the increased population. There has been no study of the financial feasibility of providing these services, everything from sewer and electrical capacity to the need for parks and open space.<br><br>What will be the impact on schools, local businesses as well as the availability of grocery stores, childcare facilities, and playgrounds? The plan is designed to be transit intensive and the new buildings will have little or no parking. Yet, there has been no consideration of either the practicality of or financial feasibility of making the required improvements to the transportation system. <br><br>The assumption of a dramatic increase in population is not supported by recent data. Since the 2020 census, the population of San Francisco has fallen, not increased. The 2020 census found 873,965 residents; the census bureau’s estimate as of July 1, 2022 is 808,427, a decline of 7.5%. Is there any solid reason to project a significant population increase?<br><br>Though the City’s population increased by 38% since 1940, the number of housing units increased by 79% – and yet, in the early 2020s, the City was experiencing a housing shortage, understandable only because the average housing unit in 1940 held three people, and the average housing unit in 2020 held two.<br><br>Although the proposed upzoning is couched in terms of creating housing opportunities for low- and moderate-income households, families, seniors, people with disabilities, essential workers, by far the most extensive impact would be to create large amounts of market-rate housing, and there is limited evidence to justify such an expansion of market-rate housing.<br><br>The state mandated 2023-2030 Regional Housing Needs Assessment Needs Allocation requires San Francisco to approve more than 82,000 units over a period of seven years. Of these, 35,400 units are “affordable housing” units ranging from those affordable to extremely low-income households to those affordable to moderate income households. The cost of building such affordable housing over the next seven years is about $19 billion. <br><br>The bond measure on the March ballot in the amount of $300 million is only 1.5% of that. <br><br>The only solution that this upzoning offers is based on the neoliberal theory that markets will solve our problems. This has never worked and won’t work this time.<br><br> The massive rezoning is a blunt instrument applied throughout large swaths of the City without an examination of the differences between neighborhoods and how the impacts would vary from area to area. For example, there are numerous areas with substantial historic resources included in the rezoned areas, yet there are only vague and unconvincing answers as to how those areas can be protected. This issue is being left for future analysis.<br><br>San Francisco has about two years before it is required to respond to state demands. A thorough economic analysis of potential impacts should be conducted before any upzoning is adopted. The City should take advantage of that time to develop a carefully crafted program that recognizes our most important values, including the value of community. <br><br>Dennis Antenore is a former member of the SF Planning Commission.",https://richmondsunsetnews.com/2024/03/18/commentary-mayors-upzoning-plans-will-damage-sfs-neighborhoods/
82f58f11-26c3-4265-b4ba-179f18f87173,news,sunset,FROM THE EDITOR,,"MARCH 16, 2024",From the Editor: Technical Difficulties,,By Michael Durand<br><br>All of us have experienced frustrating technical difficulties from time to time. This time it’s our turn!<br><br>Many of our links that connect to “SFRichmondReview” are temporarily down. Thank you for your patience as we work to restore the links. It may take several days.<br><br>Our domain name http://www.RichmondSunsetNews.com is working and the search bar should lead our readers to content now unavailable via links.<br><br>We apologize for any inconvenience.<br><br>Michael Durand is the editor and publisher of the Richmond Review and Sunset Beacon newspapers and the RichmondSunsetNews.com website. He can be reached at Editor@RichmondSunsetNews.com.<br><br>,https://richmondsunsetnews.com/2024/03/16/from-the-editor-technical-difficulties/
65a143f7-d7d2-4701-896c-4abe67ab8f86,news,sunset,PHOTOS OF THE MONTH,,"MARCH 15, 2024",‘Photos of the Month’: March 2024,,"To submit photos for consideration in the “Photos of the Month” online gallery, send three jpegs to Editor@RichmondSunsetNews.com by the 15th of the month. (If possible, send pictures resized to 150 dpi, 6″ wide.)",https://richmondsunsetnews.com/2024/03/15/photos-of-the-month-march-2024/
f5dcf247-5a79-4c95-866c-322bc6008cdd,news,sunset,COMMENTARY,,"MARCH 15, 2024",Commentary: Mark Dietrich,,"Let’s End the Reign of Ineptitude<br><br>By Mark Dietrich<br><br>As an engaged member of our community over the past several years, I’m constantly approached by concerned, frustrated neighbors who ask, “Hey Mark, when are you going to run for D1 supervisor?” I tell them all the same thing: “I can do you one better – I’m supporting Marjan Philhour for supervisor, and so should you.” Here is why I say that with unwavering confidence and optimism for the future.<br><br>I met Marjan in 2019 and immediately saw my heart of service mirrored by her own. A belief that listening to neighbors matters more than talking, that results matter more than rhetoric and that leadership matters more than ego. If I had the opportunity to lead in our neighborhood in any official capacity, I’d focus our civic resources on what matters most to neighbors – crime, safety, small businesses, housing, and homelessness – all while shaking up and exposing the layers of bureaucratic nonsense and lack of accountability that have infected SF City Hall. But alas, I don’t have the experience, network or the chutzpah needed to move the needle in City Hall in these directions. Marjan, however, does, and she will. I’ve seen it with my own eyes.<br><br>Her political detractors who whine and cry, “What has she done for the neighborhood?” Or, “Where has she been since 2020?” simply haven’t been paying attention or are too busy playing global and identity politics in their own political bubbles. All while Marjan has been expressly focused on making her neighbors’ lives better these past four years. To give just a small sample:   <br><br>… take a wild guess. Hint: It’s not our supervisor, her predecessor or any of the tiny cabal of sanctimonious, out-of-touch, stuck-in-the-’60s, extremist activists who scowl disapprovingly at any real progress or action, only coming out of their insular caves when election season is upon us. (Aside: It boggles my mind how many neighbors tell me that they get no response when they call or email Chan’s office. Isn’t responding to constituents simply table stakes for holding elected office?)   <br><br>Thankfully, the political winds are changing as is evidenced by the complete and utter rejection of incumbents like Chan and her positions in the most recent elections (Chan was against the DA recall, against the school board recall, pro-Cop Tax, and ran on pro-defund the police). Every time, she supported the opposite point of view as the majority of the electorate. The results of these recent elections clearly show that residents are choosing to believe their eyes more than the shaky voices of local elected officials, like Chan, who deliver word-salad speeches out of both sides of their mouths while real problems only get worse. <br><br>If you want to stick with the civic decay ravaging our City, then, by all means, support Connie Chan and her noisy virtue-signaling allies to continue their reign of ineptitude. But if you think we need to course-correct with policies and attitudes that consider common sense, a dose of tough love, and the belief that local government should deliver results, then email Marjan. (Marjan@votemarjan.com)  She’ll respond to you. <br><br>Huh. Imagine that.<br><br>Mark Dietrich is a local Richmond District neighborhood organizer and vocal public safety advocate. He’s an active volunteer on the Marjan Philhour for Supervisor 2024 effort and has done admin work for the campaign. Mark is active on NextDoor and X @markdietrichsf.  Email him at markdietrichsf@gmail.com or 
visit www.StopRichmondBurglary.org.",https://richmondsunsetnews.com/2024/03/15/commentary-mark-dietrich-2/
1f78bfc9-3ef1-4c93-8e07-43a950a4891e,news,sunset,LETTER TO THE EDITOR,,"MARCH 13, 2024",Letter to the Editor: Stop Poisoning Our World,,"Editor:<br><br>You can see it in the San Francisco Chronicle every Sunday: “Earthweek: Diary of a Changing World,” by Steve Newman<br><br>“A new study (by University of Rhode Island scientists) finds the microplastic pollution that now permeates the planet can travel to the brain and cause behavioral changes.” – Week ending Friday, Sept. 22, 2023.<br><br>“A new study by the Ocean Conservancy and the University of Toronto found microplastics now contaminate more than a dozen kinds of protein consumed by humans, including beef, breaded shrimp and even tofu.” – Week ending Friday, Feb. 2.<br><br>“Studies have found that microplastic pollution is accumulating not only in our arteries, but also in all 62 human placentas examined. … the particles have also recently been found in human blood and breast milk, which indicates we are being exposed to the pollution on a massive scale, as are other creatures. ‘If we’re seeing effects on placentas, then all mammalian life on this planet could be impacted,” said lead researcher Matthew Campen of the University of New Mexico.'” – Week ending Friday, March 1.<br><br>Artificial turf should never have been used in Golden Gate Park or San Francisco playing fields. It is toxic, pollutes the environment and poses a danger to all San Franciscans. The plastic grass is continually shedding micro-plastics and can’t be recycled or disposed of in a landfill. Phil Ginsburg, the General Manager of the San Francisco Recreation and Park Department, and Mark Buell, former President of the San Francisco Recreation and Parks Commission, are directly responsible for the presence of artificial turf in our parks. To this day, artificial turf and rubberized surfaces are being installed in playing fields and playgrounds. Micro-plastic pollution is a threat to all life on the planet. (see “Microplastics in Clouds Could Be ‘Contaminating Nearly Everything We Eat and Drink’: Study” By Brett Wilkins commondreams.org Sept 29. 2023)<br><br>To quote from the Petition (by the Sierra Club) requesting the City reject the Environmental Impact Report (EIR) for the renovation of the Beach Chalet Soccer Fields: <br><br>“4. The artificial turf the City has elected to use consists of plastic blades of grass interspersed with infill material that cushions the turf. Unfortunately, the City has elected to use the most toxic type of artificial turf infill material – styrene butadiene crumb rubber (“SBR”), despite the fact that several non-toxic alternatives are available and are in use in places including Los Angeles, California; New York, New York; Salt Lake City, Utah; San Carlos, California; Piedmont, California; and dozens of other communities.”<br><br>“Scientists have shown that both the grass-like blades and the backing of artificial turf contain PFAS, highly toxic fluorinated chemicals. PFAS are known as “forever chemicals” since they accumulate in the body and do not break down. They have been linked to endocrine disruption and cancer. Children are especially vulnerable to harm from PFAS because of their developing bodies and the chemicals’ persistence in the body.  Most people think manufacturers must prove that chemicals are safe before they put them on the market. They are wrong. Weak and outdated federal law presumes that most chemicals are safe until proven toxic.” – “Real Grass for Healthy Kids!”  greenwichfreepress.com  March 12, 2021. <br><br>Please, Phil Ginsburg, stop poisoning our world.<br><br>David Romano",https://richmondsunsetnews.com/2024/03/13/letter-to-the-editor-stop-poisoning-our-world/
aab738b5-0a9b-4ccf-90a6-01543f54a79b,news,sunset,COOKING TOGETHER,,"MARCH 12, 2024",‘Cooking Together’: Wild Rice Pilaf,,"Wild Rice Pilaf<br><br>By Shanta Nimbark Sacharoff<br><br>I love wild rice! When I cook wild rice, it smells very earthy. I associate wild rice with harvest holidays and make it during that time. However, this extremely healthy grain is available year-around. So, why not cook and eat wild rice more often? Listed here are some health benefits of wild rice and a recipe.  <br><br>Wild rice is not a variety of rice, although it is related to the rice grain. Wild rice is an aquatic grass with an edible grain that has been used as a staple for hundreds of years by Native Americans. They harvested wild rice by canoeing into a stand of plants, and bending the ripe grain heads with two small wooden poles, and then threshing the seeds into the boat. While much of the wild rice harvested in California uses modern industrialized methods, the old traditional way of harvesting wild rice is still practiced by Native people. <br><br>In addition to having a great history as an old staple, wild rice has many health benefits. Wild rice is 100% gluten-free, so it is suitable for a gluten-free diet. Wild rice contains more protein and fewer calories than most whole grains. It is a good source of protein, iron and calcium and a great source of dietary fibers which are important in regulating our digestion and blood pressure. Wild rice also provides many important micronutrients such as folate, magnesium, phosphorus, manganese, zinc, Vitamin B6 and niacin. Research indicates that wild rice contains antioxidants which protect us from free radicals that can damage our cells. <br><br>Wild rice is expensive as it is difficult to grow and harvest. But its unique nutty texture, earthy flavor and its nutritional profile makes it worth the cost. Some food distributors mix wild rice with other rice to make the package more affordable. I don’t like this option because wild rice takes longer to cook than regular rice as the former has a thick hull. I recommend that you keep and make wild rice and other rice separately and mix them together after cooking as in the recipe presented here. <br><br>1 cup basmati rice, washed and drained completely <br><br>2 cups of water<br><br>½ cup wild rice, washed and drained well <br><br>1½ cups water <br><br>½ teaspoon salt (optional)<br><br>2 teaspoons oil, any type<br><br>¼ cup toasted pumpkin seeds or walnut pieces<br><br>¼ cup goji berries, soaked in 1 cup of hot water for ½ hour then drained<br><br>or <br><br>¼ cup dried cranberries, soaked in 1 cup of hot water for ½ hour then drained<br><br>First cook the basmati rice and wild rice separately. Boil 2 cups of water in a saucepot with ¼ teaspoon salt (optional) and a teaspoon of oil. Add the basmati rice and bring to a boil again.  Then turn the heat down and cover the pot with a lid, keeping it slightly ajar. Cook for five minutes and then cover the lid completely.  Cook for additional 5 minutes.  Keep the pot covered for several minutes. Then open the pot and fluff the rice with a fork and set it aside.<br><br>In a second saucepot, boil 1½ cups of water with ¼ teaspoon salt (optional) and a teaspoon of oil. Add the drained wild rice and allow the mixture to come to a boil. <br><br>Then lower the heat and cover the pot. Cook for ½ hour. Check to see if it needs more water, adding a few tablespoons if the mixture is too dry. Cover and cook for an additional 15 minutes or a bit longer, until the wild rice grains are opened and they are giving a nutty aroma. Keep the lid closed for a few minutes when the wild rice is done.<br><br>Next, mix the cooked basmati rice with the wild rice. Add the goji berries (or cranberries) and the toasted pumpkin seeds or walnuts. Mix again and serve the dish hot. Alternatively arrange the two grains, the berries and the seeds (or nuts) in a platter as illustrated. Serve this dish to accompany a bowl of soup or a vegetarian entrée with a sauce. <br><br>Makes six servings.",https://richmondsunsetnews.com/2024/03/12/cooking-together-wild-rice-pilaf/
