id,type,startDate,endDate,name,url,image,description,locationName,locationAddress,organizerName
9f880809-105f-48de-9078-d08b1c18c9d9,event,2024-03-15T19:00:00-07:00,2024-03-15T21:00:00-07:00, 1st Surrealism art group meeting,https://www.meetup.com/surrealist-art-painting-group/events/299224488/,https://secure-content.meetupstatic.com/images/classic-events/519151371/676x676.jpg,This will be the initial meet up to discuss Future meet-ups and painting plans,Flying Pig Bistro Pub,"433 South Van Ness Avenue, San Francisco, CA",Surrealist Art/ painting group
56c3dc9b-f449-4c95-831d-62735b8cd85b,event,2024-03-15T15:00:00-07:00,2024-03-15T17:00:00-07:00,SF Techies Network + Happy Hour (St. Patrick's day drinks),https://www.meetup.com/techies-corner-sf/events/299383203/,https://secure-content.meetupstatic.com/images/classic-events/519310048/676x676.jpg,"Calling all techies!
If you are a founder, entrepreneur, engineer, designer, or simply a passionate tech enthusiast, this is the perfect opportunity to con",981 Mission St,"981 Mission St, San Francisco, CA",Techies Corner SF
9e253a9b-b097-4416-bc42-ea5ed1ebec0d,event,2024-03-27T18:00:00-07:00,2024-03-27T20:00:00-07:00,Startups and Business Networking Event San Francisco,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",The Marker San Francisco,"501 Geary St, San Francisco, CA",Startups and Tech Events in San Francisko
4b6e86cc-3b25-4dd8-9d20-05e8a47b538c,event,2024-03-17T15:00:00-07:00,2024-03-17T19:00:00-07:00,Pre-GDC Indie Game Developer Park Meetup 2024,https://www.meetup.com/seattleindies/events/298319764/,https://secure-content.meetupstatic.com/images/classic-events/518292378/676x676.jpg,"Calling all independent game developers at GDC 2024!

Let’s catch up with old friends and make new ones at Dolores Park the afternoon before GDC.

Location",Dolores Park,"19th St, San Francisco, CA",Seattle Indies
859f9b34-66cd-4c45-b880-190e8a3242ae,event,2024-03-17T09:30:00-07:00,2024-03-17T11:30:00-07:00,Hike in Lands End,https://www.meetup.com/sf-peninsula-hiking-and-activities-group/events/299578403/,/,We will hike in Land's End. Afterwards we can go to lunch if there is enough interest.,Lands End Lookout,"680 Point Lobos Ave, San Francisco, CA",20s-40s  SF/Peninsula Hiking and Activities Group
8de71e97-72e9-4643-acbc-10dbad39aca1,event,2024-03-21T17:30:00-07:00,2024-03-21T19:30:00-07:00,Temporal Users SF: March 2024,https://www.meetup.com/sf-temporal-user-group/events/299361587/,h,"Temporal is excited to welcome the community to our next SF user group meetup! Join for an evening of technical talks, food, and drinks, meet Temporal user",110 S Park St,"110 S Park St, San Francisco, CA",SF Temporal User Group
2dc78865-66fc-476d-853a-65d689c3ed56,event,2024-03-21T17:30:00-07:00,2024-03-21T19:00:00-07:00,Young PM's AI Discussion,https://www.meetup.com/san-francisco-product-launch-manager-meetup-group/events/299685640/,https://secure-content.meetupstatic.com/images/classic-events/519616177/676x676.jpg,"If you choose to come, please read the Pop-Up rules below before RSVP'ing so that you are most prepared for the discussion.

***

Enjoy a drink at Joe the ",JOE & THE JUICE,"301 Howard St, San Francisco, CA",
e1f6b5c1-2d9b-47bd-bcb8-83a1b19b5209,event,2024-03-28T17:00:00-07:00,2024-03-28T20:00:00-07:00,Bay Area Ruby Meetup Group @ GitHub HQ,https://www.meetup.com/san-francisco-ruby-meetup-group/events/299635202/,https://secure-content.meetupstatic.com/images/classic-events/519578114/676x676.jpg,"(NOTE: [Please register at this Luma Link](https://lu.ma/r6d0lghm) (Github's preference) in addition to RSVPing here.)

Hey, Bay Area builders and tinkerer",GitHub,"88 Colin P Kelly Jr St, San Francisco, CA",SF Bay Area Ruby Meetup Group
6186bb3d-7e65-4c64-8513-0861ce1a626e,event,2024-03-28T18:00:00-07:00,2024-03-28T22:00:00-07:00,San Francisco AI Block Party,https://www.meetup.com/sanfrancisco-ai/events/299429399/,https://secure-content.meetupstatic.com/images/classic-events/519380766/676x676.jpg,"Welcome to the San Francisco AI Block Party! Get ready for a night of fun, music, and good vibes in the heart of San Francisco.

Bring your friends and net",1481 Folsom St,"1481 Folsom St, San Francisco, CA",San francisco AI Meetups
7d828667-b19e-4f62-b5d7-9244366aa54a,event,2024-03-16T13:00:00-07:00,2024-03-16T15:00:00-07:00,Queerly Quarterly Meet & Greet (Bernal Heights & Adjacent),https://www.meetup.com/queerly-quarterly/events/298999698/,https://secure-content.meetupstatic.com/images/classic-events/518923242/676x676.jpg,Welcome to Queerly Quarterly meet and greet! Our meetup focuses on fostering a sense of community among residents and creating connections within the LGBTQ,San Francisco,"Downtown, San Francisco, CA",Queerly Quarterly
32f1df8d-c3e8-42e3-8f4f-0786707f5a28,event,2024-03-18T15:00:00-07:00,2024-03-18T17:00:00-07:00,Game Developers and Publishers Boba Happy Hour @ GDC!,https://www.meetup.com/conduit-turn-gameplay-into-social-posts/events/298761027/,https://secure-content.meetupstatic.com/images/classic-events/518685848/676x676.jpg,"**\*\*RSVP ON EVENTBRITE FOR ENTRY\*\***
https://www.eventbrite.com/e/game-developers-and-publishers-boba-happy-hour-gdc-tickets-807243736747

Looking for ",Yerba Buena Gardens,"750 Howard St, San Francisco, CA",Conduit - Automatic Social Posts for Indies
d7e250c7-4389-4737-8efe-5e80e5572f63,event,2024-03-24T12:00:00-07:00,2024-03-24T15:00:00-07:00,Female Brunch Club Meetup @ Yerba Buena,https://www.meetup.com/san-francisco-female-brunch-club/events/299488736/,https://secure-content.meetupstatic.com/images/classic-events/519435074/676x676.jpg,"Join the San Francisco Female Brunch Club for a delightful brunch where you can meet like-minded women, make new friends, and enjoy some delicious food. Ye",The Grove - Yerba Buena,"690 Mission St, San Francisco, CA",San Francisco Female Brunch Club
851cd265-263d-4874-8bd0-eb9ca3cb89c0,event,2024-03-16T11:00:00-07:00,2024-03-16T13:00:00-07:00,Mahamudra: Walking for connection 💫,https://www.meetup.com/mahamudra-walking-for-connection/events/299576166/,h,"Join us for a transformative journey of self-discovery through Mahamudra walking meditation. We will explore personal development, fitness, and techniques ",Ritual Coffee Roasters,"432b Octavia St, San Francisco, CA",Mahamudra: Walking for connection
d33d1ada-ae4b-4efd-bc04-9e807e4ac615,event,2024-03-27T18:00:00-07:00,2024-03-27T20:00:00-07:00,Talk Series: Event Streaming with Mantis & Scaling Computations with Ray,https://www.meetup.com/data-engineer-things-bay-area-meetup/events/299603013/,https://secure-content.meetupstatic.com/images/classic-events/519750261/676x676.jpg,"Whether you're a seasoned data engineer or just starting out, this event will provide valuable insights and practical tips on the work we do. Come network ",Writing Lab,"180 Golden Gate Ave,, San Francisco , CA",Data Engineer Things Bay Area Meetup
6f6fcb7b-d3e2-4635-94f2-628767cd6ed0,event,2024-03-19T19:00:00-07:00,2024-03-19T23:59:00-07:00,"GDC 2024 After Party Meetup with HashiCorp, Sentry, Unity, Discord & More",https://www.meetup.com/monthly-sf-game-development-community/events/298874115/,https://secure-content.meetupstatic.com/images/classic-events/519278588/676x676.jpg,"Welcome back to SF Game Development's third annual GDC 2024 After Party Meetup at DNA Lounge on Tuesday, March 19th from 7:00pm-12:00am. This is the larges",DNA Lounge,"375 11th St, San Francisco, CA",SF Game Development
85088497-1331-4b45-8b41-a825f3d12304,event,2024-03-28T18:00:00-07:00,2024-03-28T20:00:00-07:00,Data and AI Engineering Panel: Airbyte x LangChain x Pinecone,https://www.meetup.com/data-bytes/events/299752878/,https://secure-content.meetupstatic.com/images/classic-events/519718245/676x676.jpg,"Join us for some light bites, drinks, and discussion about data engineering for AI. Our meetup will include a panel discussion with experts from the engine",100 California St,"100 California St, San Francisco, CA",Data Bytes
b8ce0d58-b53a-4023-b84b-d906b92194d3,event,2024-03-27T18:00:00-07:00,2024-03-27T21:00:00-07:00,Workaholics who Treat Themselves Meetup @ Movida,https://www.meetup.com/workaholics-who-treat-themselves/events/299477384/,https://secure-content.meetupstatic.com/images/classic-events/519425872/676x676.jpg,I am excited to share that we will be hosting our first meetup at Movida. Movida is a new restaurant in SF that serves persian and mexican fusion restauran,555 2nd St,"555 2nd St, San Francisco, CA",Workaholics who treat themselves
45080093-a111-47dc-9a26-b2e86e14fb34,event,2024-03-15T19:00:00-07:00,2024-03-15T21:00:00-07:00, 1st Surrealism art group meeting,https://www.meetup.com/surrealist-art-painting-group/events/299224488/,https://secure-content.meetupstatic.com/images/classic-events/519151371/676x676.jpg,This will be the initial meet up to discuss Future meet-ups and painting plans,Flying Pig Bistro Pub,"433 South Van Ness Avenue, San Francisco, CA",Surrealist Art/ painting group
67f52f83-bbe5-471f-b589-75071c57e871,event,2024-03-15T15:00:00-07:00,2024-03-15T17:00:00-07:00,SF Techies Network + Happy Hour (St. Patrick's day drinks),https://www.meetup.com/techies-corner-sf/events/299383203/,https://secure-content.meetupstatic.com/images/classic-events/519310048/676x676.jpg,"Calling all techies!
If you are a founder, entrepreneur, engineer, designer, or simply a passionate tech enthusiast, this is the perfect opportunity to con",981 Mission St,"981 Mission St, San Francisco, CA",Techies Corner SF
0a78ce0d-3163-499b-b0af-5722597edfde,event,2024-03-27T18:00:00-07:00,2024-03-27T20:00:00-07:00,Startups and Business Networking Event San Francisco,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",The Marker San Francisco,"501 Geary St, San Francisco, CA",Startups and Tech Events in San Francisko
4764d420-0639-4cb3-904f-30b464e25fa0,event,2024-03-17T15:00:00-07:00,2024-03-17T19:00:00-07:00,Pre-GDC Indie Game Developer Park Meetup 2024,https://www.meetup.com/seattleindies/events/298319764/,https://secure-content.meetupstatic.com/images/classic-events/518292378/676x676.jpg,"Calling all independent game developers at GDC 2024!

Let’s catch up with old friends and make new ones at Dolores Park the afternoon before GDC.

Location",Dolores Park,"19th St, San Francisco, CA",Seattle Indies
b2f04e4a-5899-4115-94c7-63dd4b50fd9d,event,2024-03-17T09:30:00-07:00,2024-03-17T11:30:00-07:00,Hike in Lands End,https://www.meetup.com/sf-peninsula-hiking-and-activities-group/events/299578403/,/,We will hike in Land's End. Afterwards we can go to lunch if there is enough interest.,Lands End Lookout,"680 Point Lobos Ave, San Francisco, CA",20s-40s  SF/Peninsula Hiking and Activities Group
1f8f6a47-d997-4ccd-924e-c5555ed1c068,event,2024-03-21T17:30:00-07:00,2024-03-21T19:30:00-07:00,Temporal Users SF: March 2024,https://www.meetup.com/sf-temporal-user-group/events/299361587/,h,"Temporal is excited to welcome the community to our next SF user group meetup! Join for an evening of technical talks, food, and drinks, meet Temporal user",110 S Park St,"110 S Park St, San Francisco, CA",SF Temporal User Group
99fb3ab8-f30e-4159-bd27-59372f1895ec,event,2024-03-21T17:30:00-07:00,2024-03-21T19:00:00-07:00,Young PM's AI Discussion,https://www.meetup.com/san-francisco-product-launch-manager-meetup-group/events/299685640/,https://secure-content.meetupstatic.com/images/classic-events/519616177/676x676.jpg,"If you choose to come, please read the Pop-Up rules below before RSVP'ing so that you are most prepared for the discussion.

***

Enjoy a drink at Joe the ",JOE & THE JUICE,"301 Howard St, San Francisco, CA",S.F. Product Managers 20''s & 30''s
8b1a4b5b-7747-4149-8288-43f89ca5801f,event,2024-03-19T17:30:00-07:00,2024-03-19T20:30:00-07:00,Unstructured Data in LLMs,https://www.meetup.com/unstructured-data/events/297446753/,https://secure-content.meetupstatic.com/images/classic-events/519703233/676x676.jpg,This is an in-person event! Registration [using this form](https://lu.ma/c3bwce5i) is required in order to get in. Github will email you a form the day bef,88 Colin P Kelly Jr St,"88 Colin P Kelly Jr St, San Francisco, CA",Unstructured Data Meetup Bay Area + Seattle
dace4569-e8e0-4acf-9f63-1e0e00354019,event,2024-03-24T09:30:00-07:00,2024-03-24T12:30:00-07:00,Windmills & Tulips OMG! - Golden Gate Park,https://www.meetup.com/burlingame-plein-air-painters/events/298652459/,https://secure-content.meetupstatic.com/images/classic-events/519159109/676x676.jpg,"Dutch treat! (OK, so that's a sad play on words.) A full scale windmill plus if luck is with us the whole tulip field in bloom! You can wander into the Wes",Queen Wilhelmina Garden,"1690 John F Kennedy Dr, San Francisco, CA",Burlingame Plein Air Painters
60aa264a-976d-4775-b934-4d74c96806fd,event,2024-03-28T17:00:00-07:00,2024-03-28T20:00:00-07:00,Bay Area Ruby Meetup Group @ GitHub HQ,https://www.meetup.com/san-francisco-ruby-meetup-group/events/299635202/,https://secure-content.meetupstatic.com/images/classic-events/519578114/676x676.jpg,"(NOTE: [Please register at this Luma Link](https://lu.ma/r6d0lghm) (Github's preference) in addition to RSVPing here.)

Hey, Bay Area builders and tinkerer",GitHub,"88 Colin P Kelly Jr St, San Francisco, CA",SF Bay Area Ruby Meetup Group
4cfede0a-1c6f-4510-95ce-53f763c741d4,event,2024-03-28T18:00:00-07:00,2024-03-28T22:00:00-07:00,San Francisco AI Block Party,https://www.meetup.com/sanfrancisco-ai/events/299429399/,https://secure-content.meetupstatic.com/images/classic-events/519380766/676x676.jpg,"Welcome to the San Francisco AI Block Party! Get ready for a night of fun, music, and good vibes in the heart of San Francisco.

Bring your friends and net",1481 Folsom St,"1481 Folsom St, San Francisco, CA",San francisco AI Meetups
d460392c-fc75-490c-aeda-b99b972e0e6e,event,2024-03-16T13:00:00-07:00,2024-03-16T15:00:00-07:00,Queerly Quarterly Meet & Greet (Bernal Heights & Adjacent),https://www.meetup.com/queerly-quarterly/events/298999698/,https://secure-content.meetupstatic.com/images/classic-events/518923242/676x676.jpg,Welcome to Queerly Quarterly meet and greet! Our meetup focuses on fostering a sense of community among residents and creating connections within the LGBTQ,San Francisco,"Downtown, San Francisco, CA",Queerly Quarterly
092332e7-13eb-4bc3-8cce-ce24f3683b19,event,2024-03-18T15:00:00-07:00,2024-03-18T17:00:00-07:00,Game Developers and Publishers Boba Happy Hour @ GDC!,https://www.meetup.com/conduit-turn-gameplay-into-social-posts/events/298761027/,https://secure-content.meetupstatic.com/images/classic-events/518685848/676x676.jpg,"**\*\*RSVP ON EVENTBRITE FOR ENTRY\*\***
https://www.eventbrite.com/e/game-developers-and-publishers-boba-happy-hour-gdc-tickets-807243736747

Looking for ",Yerba Buena Gardens,"750 Howard St, San Francisco, CA",Conduit - Automatic Social Posts for Indies
5c664fce-039c-4b1c-a8d8-db758387a7f4,event,2024-03-16T11:00:00-07:00,2024-03-16T13:00:00-07:00,Mahamudra: Walking for connection 💫,https://www.meetup.com/mahamudra-walking-for-connection/events/299576166/,h,"Join us for a transformative journey of self-discovery through Mahamudra walking meditation. We will explore personal development, fitness, and techniques ",Ritual Coffee Roasters,"432b Octavia St, San Francisco, CA",Mahamudra: Walking for connection
3f92e1a3-aea9-4703-8919-f1d63543b3f0,event,2024-03-27T18:00:00-07:00,2024-03-27T20:00:00-07:00,Talk Series: Event Streaming with Mantis & Scaling Computations with Ray,https://www.meetup.com/data-engineer-things-bay-area-meetup/events/299603013/,https://secure-content.meetupstatic.com/images/classic-events/519750261/676x676.jpg,"Whether you're a seasoned data engineer or just starting out, this event will provide valuable insights and practical tips on the work we do. Come network ",Writing Lab,"180 Golden Gate Ave,, San Francisco , CA",Data Engineer Things Bay Area Meetup
138277ad-d8b2-4b34-b36c-f6874ae5d3f6,event,2024-03-19T19:00:00-07:00,2024-03-19T23:59:00-07:00,"GDC 2024 After Party Meetup with HashiCorp, Sentry, Unity, Discord & More",https://www.meetup.com/monthly-sf-game-development-community/events/298874115/,https://secure-content.meetupstatic.com/images/classic-events/519278588/676x676.jpg,"Welcome back to SF Game Development's third annual GDC 2024 After Party Meetup at DNA Lounge on Tuesday, March 19th from 7:00pm-12:00am. This is the larges",DNA Lounge,"375 11th St, San Francisco, CA",SF Game Development
5a28f375-850c-4508-850e-68931fa6245f,event,2024-03-28T18:00:00-07:00,2024-03-28T20:00:00-07:00,Data and AI Engineering Panel: Airbyte x LangChain x Pinecone,https://www.meetup.com/data-bytes/events/299752878/,https://secure-content.meetupstatic.com/images/classic-events/519718245/676x676.jpg,"Join us for some light bites, drinks, and discussion about data engineering for AI. Our meetup will include a panel discussion with experts from the engine",100 California St,"100 California St, San Francisco, CA",Data Bytes
0d211103-4dd3-40d2-9b52-ca1550be71f4,event,2024-03-26T19:30:00-07:00,2024-03-26T22:30:00-07:00,Make International friends & Language Exchange !,https://www.meetup.com/international-friends-san-francisco/events/299309308/,https://secure-content.meetupstatic.com/images/classic-events/519254228/676x676.jpg,"Make international friends & speak languages (local language included).
The languages spoken may vary based on the participants.
👉🍺🥤 You are asked to or",Iron Horse Cocktails,"25 Maiden Ln, San Francisco, CA",International friends San Francisco
a83a2c7a-135a-43ee-baca-92a9480ff879,event,2024-03-27T18:00:00-07:00,2024-03-27T21:00:00-07:00,Workaholics who Treat Themselves Meetup @ Movida,https://www.meetup.com/workaholics-who-treat-themselves/events/299477384/,https://secure-content.meetupstatic.com/images/classic-events/519425872/676x676.jpg,I am excited to share that we will be hosting our first meetup at Movida. Movida is a new restaurant in SF that serves persian and mexican fusion restauran,555 2nd St,"555 2nd St, San Francisco, CA",Workaholics who treat themselves
43a9e94f-823b-42b6-a966-dec661cc9720,event,2024-03-15T19:00:00-07:00,2024-03-15T21:00:00-07:00, 1st Surrealism art group meeting,https://www.meetup.com/surrealist-art-painting-group/events/299224488/,https://secure-content.meetupstatic.com/images/classic-events/519151371/676x676.jpg,This will be the initial meet up to discuss Future meet-ups and painting plans,Flying Pig Bistro Pub,"433 South Van Ness Avenue, San Francisco, CA",Surrealist Art/ painting group
0d31f0ea-d288-4128-99d8-3da62d46ecd1,event,2024-03-27T18:00:00-07:00,2024-03-27T20:00:00-07:00,Startups and Business Networking Event San Francisco,https://www.meetup.com/startups-and-tech-events-in-san-francisko/events/299476268/,https://secure-content.meetupstatic.com/images/classic-events/519399439/676x676.jpg,"**Attention attendees!**
**To register, use this link** --> [Startup, Tech & Business Networking San Francisco](https://www.eventbrite.com/e/startup-tech-b",The Marker San Francisco,"501 Geary St, San Francisco, CA",Startups and Tech Events in San Francisko
a726f3fa-f024-4515-a1d1-632b6885c2d4,event,2024-03-17T15:00:00-07:00,2024-03-17T19:00:00-07:00,Pre-GDC Indie Game Developer Park Meetup 2024,https://www.meetup.com/seattleindies/events/298319764/,https://secure-content.meetupstatic.com/images/classic-events/518292378/676x676.jpg,"Calling all independent game developers at GDC 2024!

Let’s catch up with old friends and make new ones at Dolores Park the afternoon before GDC.

Location",Dolores Park,"19th St, San Francisco, CA",Seattle Indies
ab477a5e-4178-4f92-a138-499c975dae01,event,2024-03-16T14:00:00-07:00,2024-03-16T22:00:00-07:00,St. Patrick's Day Pub Crawl San Francisco - Lepracon,https://www.eventbrite.com/e/st-patricks-day-pub-crawl-san-francisco-lepracon-tickets-812945811807,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F684215299%2F24282032680%2F1%2Foriginal.20240128-074656?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C15%2C1200%2C600&s=0080313099771b66f4571eb290b11c9e,Discover the Luck of the Irish at the CrawlSF St. Patrick's Day Pub Crawl 2024 in San Francisco.,Mayes Oyster House,"1233 Polk Street, San Francisco, CA 94109",CrawlSF
c9c15128-2c07-4805-9768-a33971937bf3,event,2024-03-16T21:00:00-07:00,2024-03-17T04:00:00-07:00,Electroluxx @ Public Works - March 16th,https://www.eventbrite.com/e/electroluxx-public-works-march-16th-tickets-840791097807,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F698220909%2F5459660963%2F1%2Foriginal.20240215-213640?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C347%2C2048%2C1024&s=0914eb2f1b516295093631ebf18ed217,4 stages of music - cuddle puddle - silent disco -lasers  - art - and  all the fun!,Public Works,"161 Erie Street, San Francisco, CA 94103",Electroluxx
837a894f-f579-4d9c-8fe1-bf33806c5be5,event,2024-03-16T11:00:00-07:00,2024-03-16T16:30:00-07:00,Join the St. Patrick's Parade Day Extravaganza @ The Hibernia SF!,https://www.eventbrite.com/e/join-the-st-patricks-parade-day-extravaganza-the-hibernia-sf-tickets-801863042947,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F709806519%2F264889860647%2F1%2Foriginal.20240302-124200?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C70%2C2240%2C1120&s=d81bb6bf3e90b2033af08226116f121c,Celebrate 1st Annual St. Patrick's Parade Day with us at The Hibernia SF for a fun-filled extravaganza on March 16th at 11am!,"The Hibernia, Jones Street, San Francisco, CA, USA","1 Jones Street, San Francisco, CA 94102",The Hibernia
44982cfd-8c21-4e9d-b28a-61e1da32ac51,event,2024-03-15T10:00:00-07:00,2024-03-17T19:00:00-07:00,Tech Weekend March 2024 | San Francisco,https://www.eventbrite.com/e/tech-weekend-march-2024-san-francisco-tickets-794505215487,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F695719599%2F321112036139%2F1%2Foriginal.20240212-235427?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=575%2C0%2C3280%2C1640&s=7dc89edc984d3c99793927dfcc70a63e,Join us for a jam-packed weekend of all things tech in March 2024!,3 Embarcadero Ctr,"3 Embarcadero Center Ground Floor, San Francisco, CA 94111",Founders Village
bbfda9df-6883-4cab-8806-a23ca4616cce,event,2024-03-16T14:00:00-07:00,2024-03-16T23:00:00-07:00,Annual Post-Parade Party—St. Patrick's Day Weekend,https://www.eventbrite.com/e/annual-post-parade-partyst-patricks-day-weekend-tickets-832513238507,https://img.evbuc.com/https%3A%2F%2Fcdn.evbuc.com%2Fimages%2F694427629%2F754426051453%2F1%2Foriginal.20240210-174427?w=1000&auto=format%2Ccompress&q=75&sharp=10&rect=0%2C0%2C9000%2C4500&s=a97cf8bfb15eee315934f6afb642ebde,Head back to the Irish Center after the parade (look for the UICC bus) and enjoy hot food and plenty of Irish entertainment!,United Irish Cultural Center,"2700 45th Avenue, San Francisco, CA 94116",United Irish Cultural Center
